acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
80,C_80,I,A,USD,false,1,0,1000000,59272.05,,bank,Lawrence,Walls,94102 Sims Port Suite 187,Florestown,DE,US,57418,Male,1925-09-10,146-04-1949,50.731337,-23.460180
81,C_81,I,A,USD,false,1,0,1000000,94429.59,,bank,Robert,Walsh,6154 Jensen Route Apt. 880,Zacharytown,GA,US,65441,Male,1940-02-10,141-45-1628,149.346539,60.6568055
82,C_82,I,A,USD,false,1,0,1000000,92319.97,,bank,Daniel,Thompson,9181 Todd Pike,West Colin,MP,US,93220,Male,1987-02-23,236-52-3300,146.836804,27.8389595
83,C_83,I,A,USD,false,1,0,1000000,72217.51,,bank,Richard,Morris,583 Steven Island Apt. 480,Lake Loriport,VI,US,93087,Male,1920-01-04,015-38-1879,-90.620345,-16.0982425
84,C_84,I,A,USD,false,1,0,1000000,59592.95,,bank,David,Beasley,2436 Johnson Village Apt. 415,Tiffanyport,AR,US,93360,Male,1970-02-15,266-77-0919,28.635592,22.365985
85,C_85,I,A,USD,false,1,0,1000000,84852.58,,bank,Cynthia,Parker,5877 Rodney Extension,East Jasminfort,MS,US,04512,Female,2005-11-01,132-57-0249,14.440567,51.0585465
86,C_86,I,A,USD,false,1,0,1000000,73924.98,,bank,Dale,Hernandez,4466 Terry Centers,Lake Olivia,NC,US,47333,Male,2002-11-15,808-19-3053,116.179863,-22.7838955
87,C_87,I,A,USD,false,1,0,1000000,79159.90,,bank,Richard,Boone,62382 Julie Pine,Laurentown,VA,US,60909,Male,1917-06-07,172-49-8283,28.254082,-32.960278
88,C_88,I,A,USD,false,1,0,1000000,98628.89,,bank,Steven,Moore,21801 Suzanne Gardens Suite 746,Dorothyview,VA,US,10545,Male,1938-05-07,215-06-0880,94.488964,-72.005489
89,C_89,I,A,USD,false,1,0,1000000,63074.60,,bank,Michael,Anderson,2984 Carmen Keys,Michaelport,NY,US,84604,Male,1965-10-24,752-26-9971,33.087673,1.1008665
90,C_90,I,A,USD,false,1,0,1000000,71098.81,,bank,Brenda,Harper,74559 Foster Locks Suite 933,Robinsonhaven,GA,US,67302,Female,1997-12-17,545-65-7797,3.456930,-20.4821415
91,C_91,I,A,USD,false,1,0,1000000,79032.78,,bank,Todd,Lopez,803 Ellis Cliff Apt. 391,Tiffanytown,GU,US,28888,Male,1930-05-02,678-47-9985,-36.293468,-87.5812155
92,C_92,I,A,USD,false,1,0,1000000,74152.17,,bank,Melissa,Tate,92436 Rodgers Walks,Christopherchester,WY,US,15618,Female,1911-11-08,545-35-5781,-68.000766,13.0663305
93,C_93,I,A,USD,true,1,0,1000000,77289.73,,bank,Amanda,Holland,72998 Willis Wall,North Brian,MH,US,79731,Female,2018-03-05,515-11-6871,-13.403876,-0.9484285
94,C_94,I,A,USD,false,1,0,1000000,66364.40,,bank,Derrick,Brewer,052 Werner Shoals,Toddfort,PA,US,43831,Male,1963-05-27,773-21-1765,95.108803,-20.4902305
95,C_95,I,A,USD,false,1,0,1000000,74921.19,,bank,Deborah,Glover,762 Miranda Spur Apt. 912,Phillipsville,TX,US,56307,Female,1983-11-22,522-69-1225,-175.663712,-79.0215505
96,C_96,I,A,USD,false,1,0,1000000,77370.04,,bank,Amber,Casey,66705 Christopher Lock,North Jason,PW,US,04119,Female,1925-07-26,749-91-4870,38.342939,18.641486
97,C_97,I,A,USD,true,1,0,1000000,51591.34,,bank,Derek,Lewis,782 Dawn Radial,Port Christopher,NJ,US,38224,Male,1989-08-13,886-82-0845,101.035447,-71.1655905
98,C_98,I,A,USD,false,1,0,1000000,88949.00,,bank,John,Nichols,28215 Joy Islands Apt. 591,West Jamiemouth,MA,US,89930,Male,1919-12-26,324-57-6287,36.522403,55.548157
99,C_99,I,A,USD,false,1,0,1000000,97715.52,,bank,Mary,Warren,132 Poole Pass Suite 212,North Patrick,OK,US,15689,Female,1975-10-09,361-86-7815,35.889428,68.7728315
100,C_100,I,A,USD,false,1,0,1000000,68393.34,,bank,Jessica,Montgomery,538 Jessica Tunnel Suite 580,New Chase,DE,US,48734,Female,1973-07-03,532-65-1830,-158.385962,62.9827075
101,C_101,I,A,USD,false,1,0,1000000,56058.86,,bank,Roy,Dominguez,54776 Lisa Trail Apt. 752,Port Joannehaven,TN,US,22113,Male,1989-08-26,595-62-3491,-165.346050,31.9336895
102,C_102,I,A,USD,false,1,0,1000000,98929.48,,bank,Charles,Wolf,3564 Jason Garden Suite 739,Claireberg,MD,US,32426,Male,1974-01-16,550-91-9773,-118.399297,29.961665
103,C_103,I,A,USD,true,1,0,1000000,86399.92,,bank,Ryan,Stewart,593 Amber Fords,Peterhaven,ID,US,46893,Male,1912-08-08,197-26-9895,-92.192275,59.577272
104,C_104,I,A,USD,false,1,0,1000000,80478.67,,bank,Justin,Parker,476 Allison Summit Suite 010,Tonyaview,RI,US,94899,Male,2014-06-29,874-62-6144,-61.682888,-65.929708
105,C_105,I,A,USD,false,1,0,1000000,96992.68,,bank,Samantha,Blair,098 Sosa Viaduct,New Jimmyton,WY,US,13015,Female,1920-10-22,603-51-2104,129.113106,74.045342
106,C_106,I,A,USD,false,1,0,1000000,55467.18,,bank,Morgan,Nelson,4229 Derrick Wells,West Tyler,ME,US,19541,Female,1919-04-19,864-85-6668,-82.291058,-36.614922
107,C_107,I,A,USD,false,1,0,1000000,99235.77,,bank,Samantha,Yang,8724 Rachel Squares,Latoyabury,AL,US,19300,Female,1988-07-20,429-17-2384,80.364516,54.5661785
108,C_108,I,A,USD,true,1,0,1000000,69923.27,,bank,Kristen,Jones,27573 Leonard Field Apt. 574,Amandaport,IL,US,37953,Female,1953-10-06,605-84-1560,97.512852,-52.8272275
109,C_109,I,A,USD,false,1,0,1000000,63078.12,,bank,Patricia,Marquez,64832 Joseph Islands Suite 805,Fitzgeraldfurt,OH,US,16998,Female,1976-03-24,672-05-5004,151.088391,29.097534
110,C_110,I,A,USD,false,1,0,1000000,73183.32,,bank,Benjamin,Poole,73611 Martinez Spring Suite 203,East Cody,MS,US,53780,Male,1934-11-11,204-28-8058,-131.221382,-38.604016
111,C_111,I,A,USD,false,1,0,1000000,82566.74,,bank,Briana,Chavez,479 Michael Trafficway Apt. 037,New Evelyn,GU,US,01420,Female,1920-10-19,283-84-4752,30.551570,-1.672805
112,C_112,I,A,USD,false,1,0,1000000,55093.11,,bank,Kelly,Schultz,191 Wood Road Apt. 326,Port Andrew,LA,US,19372,Female,1995-12-12,150-15-8322,-7.413173,-4.048540
113,C_113,I,A,USD,false,1,0,1000000,90438.80,,bank,Dwayne,Stanley,3348 Curtis Street,Fosterberg,NV,US,10607,Male,1971-04-19,851-78-8017,7.863564,-48.2996555
114,C_114,I,A,USD,false,1,0,1000000,98439.41,,bank,Brian,Sanchez,3122 Moon Plain Suite 204,Berrystad,SD,US,13414,Male,1915-02-26,882-91-9656,-133.685782,34.997729
115,C_115,I,A,USD,false,1,0,1000000,55406.41,,bank,Sean,Mata,862 Colleen Springs Apt. 730,East Jasmine,TX,US,19409,Male,2008-08-04,831-76-2906,-143.539004,-61.651620
116,C_116,I,A,USD,false,1,0,1000000,75848.96,,bank,Victoria,Delgado,794 Braun Station Apt. 270,Marvinchester,MS,US,03407,Female,1934-10-28,092-76-2360,-46.932696,50.3621135
117,C_117,I,A,USD,true,1,0,1000000,60445.79,,bank,Dennis,Hampton,46988 Jennifer Stravenue Suite 341,Banksview,IA,US,85341,Male,1920-01-09,149-58-0431,27.402724,82.6905475
118,C_118,I,A,USD,false,1,0,1000000,58317.14,,bank,Jared,Franklin,967 Ethan Avenue Suite 164,South Nicole,KS,US,68053,Male,1941-04-20,895-23-0255,-68.465816,0.9696535
119,C_119,I,A,USD,false,1,0,1000000,55831.51,,bank,Danielle,Juarez,064 Howell Fields,Robertberg,SD,US,16744,Female,2016-01-02,453-23-5801,49.613044,27.1346615
120,C_120,I,A,USD,false,1,0,1000000,78200.13,,bank,Michael,Phillips,87210 Pena Freeway,Walshville,MT,US,08009,Male,1929-12-19,286-68-2039,119.521613,89.525953
121,C_121,I,A,USD,false,1,0,1000000,52040.77,,bank,Alexis,Smith,01557 John Skyway,Greenburgh,NV,US,52972,Female,1948-06-08,213-40-8926,-118.239414,44.4916505
122,C_122,I,A,USD,false,1,0,1000000,53773.51,,bank,Christopher,Bush,89403 Gabriella Mills,East Steven,MH,US,91501,Male,1976-06-05,575-49-0268,-114.125248,-63.0371665
123,C_123,I,A,USD,false,1,0,1000000,78255.36,,bank,Mark,Hines,46379 Lopez Route Apt. 969,West Michael,MD,US,62485,Male,1964-06-07,763-92-4150,4.998636,-16.766702
124,C_124,I,A,USD,false,1,0,1000000,56055.87,,bank,Trevor,Guzman,75057 Lowe Brooks,South Jessicaburgh,ID,US,51445,Male,1974-03-13,034-63-6783,70.716241,28.3427745
125,C_125,I,A,USD,false,1,0,1000000,66850.85,,bank,Allison,Woods,317 Donna Stravenue,Austinborough,CO,US,56609,Female,1996-06-19,757-01-3239,151.066814,-10.767189
126,C_126,I,A,USD,false,1,0,1000000,86071.34,,bank,Jessica,Roberts,8410 Michael Row Suite 634,Bonillaside,AL,US,82801,Female,1966-06-21,409-87-7071,32.002723,67.355012
127,C_127,I,A,USD,false,1,0,1000000,61911.29,,bank,Gerald,White,8546 Michael Manors Suite 741,West Jerry,AK,US,82408,Male,2013-07-18,899-09-1632,-84.882605,72.120151
128,C_128,I,A,USD,true,1,0,1000000,70030.16,,bank,Kara,Quinn,86624 Alexander Place,East Timothyville,TN,US,15799,Female,1995-04-23,313-39-6410,-162.655577,67.2961805
129,C_129,I,A,USD,false,1,0,1000000,50051.64,,bank,Edward,Brown,1043 Schultz Plaza Apt. 616,North Lauraland,MN,US,01427,Male,1914-01-14,045-20-9732,-89.139548,36.0927155
130,C_130,I,A,USD,true,1,0,1000000,50273.54,,bank,Shannon,Benitez,82111 James Courts,Reynoldsville,NJ,US,94561,Female,1994-07-18,173-70-1670,-105.806224,9.995255
131,C_131,I,A,USD,false,1,0,1000000,96638.71,,bank,Terry,Allen,218 Jessica Plaza Apt. 165,Annashire,ND,US,51932,Male,1990-08-22,157-78-6638,15.608887,-13.865184
132,C_132,I,A,USD,false,1,0,1000000,69062.07,,bank,Shelby,Jackson,221 Navarro Shores,West Tammy,GU,US,18700,Female,1986-05-10,833-96-5301,-72.569170,79.8648605
133,C_133,I,A,USD,false,1,0,1000000,77099.82,,bank,Amanda,Todd,45319 Michael Locks Apt. 468,Anthonymouth,IN,US,52153,Female,1972-07-01,798-21-4292,-154.941637,-18.1414305
134,C_134,I,A,USD,false,1,0,1000000,89795.23,,bank,Angela,Mitchell,604 Diana Viaduct Apt. 458,East Tylershire,RI,US,78265,Female,1990-09-04,044-34-0086,-163.870176,72.883296
135,C_135,I,A,USD,false,1,0,1000000,71647.94,,bank,Kevin,Nixon,3983 Dawn Terrace,South Nancy,TN,US,59436,Male,2021-12-24,355-47-1918,-171.034924,22.4182105
136,C_136,I,A,USD,false,1,0,1000000,58485.05,,bank,Meredith,Moore,69039 Gutierrez Lock Apt. 266,Wilcoxborough,KS,US,08780,Female,1976-02-24,309-96-3025,-126.986506,-48.6012055
137,C_137,I,A,USD,false,1,0,1000000,86543.09,,bank,Allison,Pineda,8658 Henry Crest Suite 954,Jenniferfurt,PA,US,67852,Female,1969-10-16,515-26-6913,-33.835458,86.1289735
138,C_138,I,A,USD,false,1,0,1000000,89785.81,,bank,Kelly,Peters,68140 Trevor Valleys,Vaughanstad,OH,US,62334,Female,1995-03-26,487-75-3032,135.218899,-83.2917985
139,C_139,I,A,USD,false,1,0,1000000,55661.17,,bank,Vickie,Burns,6131 Kristina Motorway,South Leslie,NV,US,91571,Female,2021-01-20,259-63-5590,101.831881,-29.850615
